fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
1005,2015-06-05,0.14,100.29,13.53,26.4,18.74,18.74,32.59,19.3,13.29,26.22,1.22,1.96,0.24,1.72,2.15,4.47,0.41,4.06,
1005,2015-06-06,0.01,100.06,13.23,27.51,18.32,18.32,34.2,21.02,13.19,27.2,0.92,1.3,0.25,1.05,1.63,2.55,0.48,2.07,
1005,2015-06-07,3.97,100.26,14.47,26.86,19.78,19.78,33.67,20.1,13.57,27.07,1.63,2.24,1.1,1.15,3.24,4.88,1.47,3.4,
1005,2015-06-08,2.21,100.31,15.37,27.04,20.79,20.79,33.18,21.56,11.62,27.36,2.11,3.01,1.27,1.75,4.01,5.75,1.95,3.8,
1005,2015-06-09,7.12,100.03,16.97,24.35,22.35,22.35,28.06,21.71,6.35,24.42,2.07,2.73,1.55,1.18,3.98,4.8,3.12,1.68,0.0
1005,2015-06-10,11.94,100.0,16.29,24.8,21.63,21.63,29.27,21.08,8.19,24.88,1.23,1.87,0.57,1.3,2.71,4.51,0.77,3.74,
1005,2015-06-11,1.85,100.24,15.56,24.45,20.97,20.97,28.85,20.19,8.66,24.59,1.6,2.66,0.69,1.97,2.98,4.86,1.12,3.74,
1005,2015-06-12,3.65,100.55,15.6,25.9,21.07,21.07,31.62,20.95,10.67,26.01,2.14,3.15,1.47,1.69,4.15,4.8,2.73,2.07,
1005,2015-06-13,1.66,100.65,15.15,26.83,20.56,20.56,33.59,20.71,12.88,26.84,1.7,2.31,1.35,0.96,3.21,4.49,1.96,2.53,
1005,2015-06-14,0.33,100.58,14.88,28.49,20.3,20.3,35.45,21.25,14.2,28.04,1.61,2.35,0.07,2.28,2.65,3.39,0.11,3.27,
1005,2015-06-15,0.01,100.57,14.93,29.3,20.33,20.33,36.95,21.99,14.97,29.25,1.95,2.58,1.06,1.51,3.63,5.25,1.72,3.53,
1005,2015-06-16,0.1,100.61,15.33,29.51,20.73,20.73,37.48,21.89,15.59,29.92,1.44,1.97,0.15,1.82,2.95,4.92,0.21,4.71,0.0
1005,2015-06-17,7.57,100.54,16.31,29.48,21.75,21.75,36.63,22.92,13.71,29.77,1.5,2.35,0.27,2.07,2.86,4.29,0.33,3.96,
1005,2015-06-18,3.02,100.49,16.59,29.56,22.03,22.03,36.59,23.14,13.45,29.94,1.43,2.11,0.61,1.5,2.84,4.17,0.78,3.39,
1005,2015-06-19,0.03,100.47,15.43,29.45,20.81,20.81,36.39,23.37,13.02,29.86,2.39,3.49,1.39,2.1,4.4,6.35,2.79,3.56,
1005,2015-06-20,0.09,100.44,15.71,28.66,21.12,21.12,34.75,23.24,11.52,29.02,2.7,3.61,1.72,1.9,5.02,5.92,3.37,2.55,
1005,2015-06-21,1.2,100.49,16.51,28.59,21.97,21.97,33.87,23.52,10.35,28.73,1.73,2.39,1.21,1.18,3.37,4.89,2.39,2.5,
1005,2015-06-22,0.82,100.53,15.69,29.94,21.06,21.06,37.15,23.68,13.47,30.0,1.34,1.86,0.7,1.16,2.75,4.6,1.36,3.24,
1005,2015-06-23,11.63,100.6,16.52,29.05,21.97,21.97,35.26,23.71,11.55,29.14,1.49,2.13,0.92,1.21,3.0,4.97,1.28,3.69,0.0
1005,2015-06-24,6.89,100.56,18.74,27.45,24.06,24.06,31.93,24.12,7.81,27.56,1.6,2.04,0.85,1.2,2.93,4.24,1.83,2.41,
1005,2015-06-25,0.2,100.46,16.72,28.09,22.14,22.14,33.84,23.36,10.47,28.35,1.73,2.71,0.9,1.81,3.3,5.28,1.68,3.6,
1005,2015-06-26,5.89,100.24,17.25,26.97,22.65,22.65,32.13,22.43,9.71,27.21,2.09,3.12,1.24,1.88,3.8,4.73,2.5,2.23,
1005,2015-06-27,5.52,100.04,17.98,26.69,23.31,23.31,30.86,23.5,7.36,26.81,2.86,3.88,2.09,1.8,5.11,6.13,3.56,2.58,
1005,2015-06-28,6.16,100.1,15.81,24.96,21.1,21.1,29.95,20.48,9.48,24.96,1.39,1.81,0.5,1.32,2.82,4.04,0.75,3.29,
1005,2015-06-29,0.02,100.25,13.15,25.8,18.2,18.2,32.55,19.6,12.96,25.71,1.89,2.84,0.55,2.29,3.51,5.96,0.98,4.98,
1005,2015-06-30,6.01,100.38,16.3,25.48,21.76,21.75,29.37,22.57,6.8,25.52,2.4,3.3,1.8,1.5,4.63,5.36,3.46,1.9,0.0
1005,2015-07-01,0.72,100.45,16.24,27.14,21.7,21.69,32.98,21.99,10.99,27.34,2.69,4.31,1.67,2.64,4.93,6.64,3.98,2.66,
1005,2015-07-02,4.93,100.37,15.89,26.44,21.32,21.32,31.51,22.8,8.72,26.53,2.84,4.04,1.96,2.07,5.13,6.36,3.42,2.94,
1005,2015-07-03,2.41,100.35,15.81,26.29,21.22,21.22,32.02,22.34,9.68,26.36,2.68,3.36,1.93,1.43,4.98,5.63,4.26,1.37,
1005,2015-07-04,8.5,100.49,16.95,25.55,22.41,22.41,29.78,22.53,7.25,25.59,1.97,2.28,1.52,0.76,4.08,5.58,2.83,2.75,
1005,2015-07-05,12.11,100.69,16.25,23.65,21.76,21.76,26.55,21.09,5.46,23.73,1.84,2.77,1.06,1.7,3.67,4.21,2.67,1.54,
1005,2015-07-06,0.63,100.66,15.37,25.85,20.84,20.84,31.61,20.3,11.32,25.64,1.59,2.18,0.98,1.2,2.91,4.21,1.47,2.74,
1005,2015-07-07,0.24,100.68,15.61,28.14,21.09,21.09,34.17,21.62,12.54,27.84,1.32,1.69,0.82,0.87,2.25,3.4,1.34,2.06,0.0
1005,2015-07-08,1.24,100.7,15.72,28.63,21.18,21.18,36.06,22.11,13.95,28.76,1.25,1.82,0.26,1.56,2.43,4.3,0.26,4.03,
1005,2015-07-09,1.8,100.69,15.81,28.75,21.25,21.25,36.14,22.23,13.9,29.1,1.24,1.77,0.15,1.63,2.6,4.76,0.19,4.57,
1005,2015-07-10,2.39,100.68,14.83,29.24,20.14,20.14,36.79,22.23,14.56,29.38,1.26,1.66,0.93,0.73,2.47,4.27,1.24,3.03,
1005,2015-07-11,0.28,100.64,16.41,29.43,21.87,21.87,36.17,22.8,13.37,29.7,1.64,2.27,1.28,0.99,3.35,4.84,2.17,2.67,
1005,2015-07-12,0.06,100.32,15.67,30.9,20.96,20.96,38.88,23.85,15.03,31.1,1.53,2.46,0.74,1.72,3.03,4.65,1.59,3.06,
1005,2015-07-13,0.54,99.99,17.2,29.22,22.55,22.55,34.95,24.02,10.93,29.42,1.67,2.08,1.17,0.91,3.38,5.27,2.0,3.27,
1005,2015-07-14,1.95,99.83,18.15,28.93,23.41,23.4,33.89,25.01,8.88,29.01,2.29,3.07,1.73,1.34,4.35,5.83,2.71,3.12,0.0
1005,2015-07-15,13.44,99.86,18.1,28.77,23.38,23.38,34.73,24.55,10.18,28.86,2.55,3.12,1.9,1.23,4.77,5.9,3.63,2.27,
1005,2015-07-16,0.76,100.04,16.74,29.67,22.05,22.05,36.85,24.32,12.54,29.97,1.66,2.15,1.35,0.8,3.41,4.56,2.11,2.45,
1005,2015-07-17,0.5,100.14,15.02,30.22,20.28,20.28,38.33,22.73,15.6,30.44,1.43,1.73,1.26,0.46,2.79,3.71,1.82,1.89,
1005,2015-07-18,0.14,100.26,17.02,30.44,22.4,22.4,36.73,23.35,13.38,30.51,1.23,1.87,0.58,1.29,2.08,3.4,0.97,2.43,
1005,2015-07-19,6.17,100.2,17.94,29.9,23.25,23.25,35.02,25.43,9.59,29.84,1.18,1.57,0.56,1.01,2.26,4.2,0.92,3.28,
1005,2015-07-20,1.61,99.96,17.71,29.83,23.02,23.02,36.42,23.94,12.48,30.14,2.16,3.33,1.13,2.2,3.99,5.67,2.49,3.18,
1005,2015-07-21,2.15,99.85,18.37,30.27,23.59,23.59,36.39,25.29,11.1,30.41,2.46,2.8,2.01,0.79,4.51,5.52,3.56,1.97,1.0
1005,2015-07-22,4.51,100.03,18.15,28.85,23.39,23.39,34.72,25.43,9.29,28.96,1.89,2.66,1.45,1.21,3.71,4.78,2.28,2.5,
1005,2015-07-23,14.29,100.19,19.04,27.11,24.25,24.25,30.94,24.25,6.69,27.21,1.77,2.66,0.99,1.67,3.58,4.58,2.51,2.07,
1005,2015-07-24,9.25,100.07,18.77,27.69,24.01,24.01,32.63,23.7,8.93,27.83,1.81,2.81,1.0,1.81,3.43,4.62,2.05,2.57,
1005,2015-07-25,0.99,100.0,16.54,28.42,21.89,21.89,35.1,23.15,11.95,28.65,1.96,2.96,1.21,1.76,3.63,4.36,2.15,2.2,
1005,2015-07-26,0.0,100.07,14.48,28.3,19.69,19.69,35.49,21.41,14.08,28.41,2.07,3.18,1.14,2.03,3.77,4.68,1.75,2.93,
1005,2015-07-27,0.02,100.09,15.19,29.82,20.5,20.5,37.21,22.09,15.13,29.94,1.44,2.08,0.37,1.7,2.64,4.63,0.58,4.06,
1005,2015-07-28,1.99,100.07,16.12,31.43,21.42,21.42,39.18,24.77,14.41,31.45,0.9,1.5,0.12,1.38,1.79,3.92,0.19,3.73,0.866
1005,2015-07-29,6.95,100.08,18.08,29.54,23.37,23.37,36.02,24.21,11.8,29.83,1.75,2.76,1.27,1.49,3.45,4.23,2.31,1.92,
1005,2015-07-30,5.02,100.01,18.26,30.31,23.46,23.46,37.76,24.18,13.58,30.6,0.97,1.32,0.25,1.07,2.03,3.38,0.75,2.62,
1005,2015-07-31,10.65,99.94,18.77,29.38,23.96,23.96,35.54,24.52,11.01,29.68,1.22,1.68,0.83,0.85,2.38,3.68,1.65,2.03,
1005,2015-08-01,12.3,99.89,18.32,28.36,23.56,23.56,34.22,23.99,10.23,28.62,1.72,2.52,0.83,1.7,3.17,3.85,1.82,2.02,
1005,2015-08-02,1.34,99.82,16.68,28.51,22.0,22.0,34.9,22.97,11.92,28.58,2.28,3.71,0.74,2.96,4.05,5.52,1.31,4.21,
1005,2015-08-03,0.14,99.83,15.12,30.27,20.28,20.28,37.86,22.8,15.05,30.13,0.99,1.5,0.1,1.4,1.71,2.56,0.32,2.24,
1005,2015-08-04,0.06,100.13,14.94,30.44,20.15,20.15,38.82,24.37,14.45,30.57,1.64,2.79,1.06,1.73,3.14,6.16,1.41,4.75,1.0
1005,2015-08-05,3.39,100.33,17.46,28.6,22.82,22.82,34.62,24.4,10.22,28.94,2.45,3.6,1.44,2.16,4.25,5.63,2.77,2.86,
1005,2015-08-06,16.85,100.08,18.82,27.54,24.06,24.06,32.03,24.67,7.37,27.6,3.02,3.75,2.23,1.52,5.45,6.32,4.53,1.78,
1005,2015-08-07,3.64,99.79,18.68,28.65,23.89,23.89,34.72,24.5,10.22,28.81,2.95,4.12,1.5,2.62,5.52,7.05,3.9,3.15,
1005,2015-08-08,0.85,99.85,16.66,28.87,21.95,21.95,36.33,23.0,13.33,29.04,1.2,1.61,0.69,0.92,2.31,3.63,0.91,2.72,
1005,2015-08-09,0.1,100.07,15.57,28.85,20.93,20.93,36.74,21.88,14.86,29.07,1.88,2.46,1.24,1.22,3.6,4.8,2.28,2.53,
1005,2015-08-10,2.83,100.1,16.84,29.39,22.21,22.21,35.82,23.45,12.37,29.78,1.47,2.12,0.96,1.16,3.13,5.51,1.31,4.2,
1005,2015-08-11,9.82,100.1,17.74,28.15,23.06,23.06,33.6,24.0,9.6,28.24,2.01,3.07,1.41,1.66,3.94,4.84,3.08,1.75,0.9292
1005,2015-08-12,0.08,100.12,15.1,28.44,20.4,20.4,35.9,22.31,13.59,28.76,1.98,2.51,1.37,1.14,3.9,5.15,2.91,2.24,
1005,2015-08-13,0.32,100.18,12.64,27.41,17.46,17.46,35.84,19.41,16.43,27.87,1.49,2.44,0.63,1.81,3.3,6.03,0.86,5.17,
1005,2015-08-14,1.05,100.4,14.2,27.75,19.41,19.41,35.1,22.48,12.62,28.07,2.55,3.38,1.59,1.79,4.84,5.51,4.36,1.14,
1005,2015-08-15,0.31,100.54,14.01,26.97,19.22,19.22,33.49,21.65,11.84,27.26,2.25,3.28,1.46,1.82,4.48,5.44,2.5,2.95,
1005,2015-08-16,3.04,100.57,16.45,25.37,21.94,21.94,28.89,22.83,6.06,25.5,1.92,2.47,1.5,0.97,3.77,4.73,2.83,1.9,
1005,2015-08-17,4.11,100.51,17.0,25.25,22.47,22.47,29.09,22.29,6.8,25.4,1.57,2.14,0.9,1.25,3.17,3.95,1.9,2.05,
1005,2015-08-18,3.25,100.27,17.6,26.25,22.99,22.99,30.8,22.54,8.26,26.36,2.02,2.91,1.22,1.69,4.03,5.28,2.73,2.55,0.9292
1005,2015-08-19,4.99,100.23,17.34,27.48,22.68,22.68,33.56,23.39,10.17,27.64,1.82,2.97,1.18,1.79,3.83,4.9,2.45,2.46,
1005,2015-08-20,4.95,100.25,17.81,27.7,23.14,23.14,32.2,23.72,8.47,27.46,1.29,1.91,0.29,1.62,2.47,4.24,0.41,3.83,
1005,2015-08-21,1.85,100.31,16.94,28.61,22.35,22.35,33.41,23.46,9.95,28.35,0.87,1.25,0.54,0.71,1.4,2.41,0.84,1.57,
1005,2015-08-22,2.38,100.29,17.11,28.81,22.51,22.51,33.78,23.83,9.95,28.58,0.95,1.47,0.23,1.24,1.65,2.77,0.19,2.58,
1005,2015-08-23,5.45,100.15,16.97,28.41,22.37,22.37,33.84,24.21,9.63,28.39,1.49,2.4,0.59,1.8,2.93,4.04,0.81,3.23,
1005,2015-08-24,0.02,100.03,16.26,28.75,21.61,21.61,35.79,22.42,13.37,29.1,1.79,2.22,1.44,0.78,3.59,4.37,2.23,2.15,
1005,2015-08-25,0.01,100.02,11.72,26.27,15.94,15.94,33.94,18.74,15.2,26.62,2.41,3.07,2.01,1.06,4.53,6.45,3.08,3.37,0.9712999999999999
1005,2015-08-26,0.0,100.1,9.62,23.47,13.3,13.3,32.07,15.95,16.12,23.5,1.89,2.19,1.42,0.76,3.53,4.8,2.57,2.23,
1005,2015-08-27,0.0,100.09,11.84,25.99,16.53,16.53,34.61,17.53,17.08,26.35,2.04,2.76,1.56,1.21,4.14,6.0,2.74,3.26,
1005,2015-08-28,4.11,100.39,15.94,25.64,21.39,21.39,30.07,21.81,8.26,25.77,2.79,3.94,1.88,2.07,5.0,6.21,3.79,2.41,
1005,2015-08-29,14.24,100.6,16.04,24.41,21.53,21.53,28.34,21.79,6.54,24.53,2.23,2.91,1.47,1.45,4.19,4.52,3.57,0.95,
1005,2015-08-30,2.97,100.4,14.71,25.51,20.03,20.03,31.4,20.77,10.63,25.74,1.11,1.98,0.17,1.81,2.47,5.25,0.18,5.07,
1005,2015-08-31,0.14,100.42,14.59,26.57,19.95,19.95,33.83,19.76,14.07,26.98,1.33,1.84,0.65,1.19,2.82,5.11,0.72,4.39,
1005,2015-09-01,0.0,100.48,14.59,27.63,19.94,19.94,34.85,21.06,13.79,27.93,1.32,1.92,0.84,1.08,2.81,5.01,1.0,4.01,0.1369
1005,2015-09-02,0.19,100.37,16.15,27.87,21.57,21.57,33.84,22.92,10.92,28.05,1.34,2.0,0.76,1.24,2.41,3.39,1.34,2.05,
1005,2015-09-03,1.61,100.11,14.86,28.28,20.01,20.01,36.01,23.49,12.52,28.02,1.21,1.5,0.9,0.6,2.22,3.16,1.49,1.67,
1005,2015-09-04,1.07,100.13,14.75,28.99,20.02,20.02,37.08,21.63,15.46,28.92,1.06,1.7,0.3,1.39,1.97,3.67,0.55,3.12,
1005,2015-09-05,0.92,100.32,14.91,27.94,20.3,20.3,34.4,22.98,11.43,28.02,2.04,3.07,0.44,2.63,3.83,5.29,0.77,4.52,
1005,2015-09-06,2.67,100.4,14.15,26.23,19.47,19.47,32.75,21.67,11.08,26.5,2.21,3.21,1.61,1.6,4.29,5.17,2.82,2.35,
1005,2015-09-07,1.33,100.3,14.25,24.83,19.58,19.58,30.72,20.47,10.25,25.04,2.64,3.83,1.63,2.2,4.78,5.75,3.74,2.0,
1005,2015-09-08,12.51,100.07,16.36,25.49,21.74,21.74,30.18,21.49,8.69,25.6,1.98,2.98,0.84,2.15,3.51,4.43,2.04,2.4,0.1369
1005,2015-09-09,1.76,100.1,16.17,26.5,21.57,21.57,32.13,21.57,10.56,26.64,1.94,2.52,1.32,1.19,4.01,5.88,2.4,3.48,
1005,2015-09-10,7.56,100.0,16.64,25.15,22.04,22.04,28.96,22.0,6.96,25.21,1.85,2.69,1.23,1.46,3.87,5.31,1.99,3.32,
1005,2015-09-11,6.18,100.0,16.55,24.12,21.93,21.93,28.03,21.66,6.37,24.15,2.05,2.62,1.55,1.06,4.04,4.77,2.74,2.03,
1005,2015-09-12,11.88,99.88,13.8,21.69,18.79,18.79,25.18,16.6,8.57,21.66,2.25,3.01,1.48,1.53,4.53,6.08,3.31,2.77,
1005,2015-09-13,0.0,100.36,8.12,19.38,10.81,10.81,26.41,13.22,13.19,19.14,2.03,2.54,1.52,1.02,3.69,5.7,2.56,3.14,
1005,2015-09-14,0.0,100.82,8.28,19.7,11.2,11.2,28.47,11.52,16.95,19.9,2.22,3.03,1.63,1.4,4.62,6.78,2.23,4.55,
1005,2015-09-15,0.0,101.03,10.3,21.91,14.57,14.57,28.84,16.43,12.41,22.04,3.01,4.34,2.03,2.31,5.72,6.69,4.79,1.89,0.14859999999999998
1005,2015-09-16,0.49,100.94,11.9,21.28,16.77,16.77,25.1,18.36,6.74,21.4,3.01,4.25,2.0,2.25,5.26,6.27,4.32,1.95,
1005,2015-09-17,0.0,100.42,12.03,23.59,16.9,16.91,31.65,17.44,14.21,23.8,2.48,3.31,1.91,1.4,4.86,6.28,3.53,2.75,
1005,2015-09-18,0.0,100.0,11.27,23.6,15.82,15.82,31.92,16.72,15.21,23.78,2.55,3.78,1.92,1.85,5.1,6.24,3.93,2.31,
1005,2015-09-19,0.0,99.97,11.37,25.51,15.94,15.94,33.84,17.35,16.49,24.9,1.68,2.13,1.04,1.09,3.11,5.29,1.53,3.76,
1005,2015-09-20,0.0,100.05,12.07,26.87,16.81,16.81,34.68,19.22,15.46,25.95,1.04,1.57,0.38,1.19,1.68,2.43,0.43,2.0,
1005,2015-09-21,10.13,100.11,13.92,24.34,19.13,19.13,30.69,20.36,10.32,24.41,1.8,2.33,1.15,1.18,3.49,5.54,1.7,3.84,
1005,2015-09-22,9.14,100.32,14.21,22.35,19.54,19.54,27.48,19.36,8.12,22.51,2.55,2.97,1.96,1.0,4.51,5.15,3.81,1.33,0.14859999999999998
1005,2015-09-23,0.28,100.42,12.78,23.26,17.87,17.87,29.75,18.24,11.51,23.51,2.79,3.96,1.71,2.25,5.2,6.03,4.19,1.84,
1005,2015-09-24,3.49,100.39,12.07,21.17,16.97,16.97,25.9,16.71,9.18,21.29,2.65,3.64,1.67,1.97,4.71,5.73,3.04,2.69,
1005,2015-09-25,0.66,100.19,11.73,20.05,16.49,16.48,25.94,15.85,10.09,20.43,1.59,2.45,0.99,1.45,2.93,3.64,1.68,1.96,
1005,2015-09-26,0.2,100.2,12.81,22.69,17.84,17.85,29.49,16.25,13.24,22.95,1.34,2.45,0.22,2.23,2.44,4.93,0.31,4.63,
1005,2015-09-27,0.37,100.26,14.34,22.59,19.68,19.68,26.46,20.5,5.96,22.7,3.08,4.04,2.26,1.78,5.25,6.28,4.48,1.8,
1005,2015-09-28,19.8,99.98,16.13,22.35,21.48,21.48,24.68,20.06,4.62,22.36,2.7,3.14,2.37,0.77,4.83,5.63,4.19,1.44,
1005,2015-09-29,17.14,99.58,17.5,24.27,22.77,22.77,28.17,21.66,6.51,24.33,2.06,3.45,0.84,2.61,3.81,5.25,2.03,3.22,0.0
1005,2015-09-30,3.32,99.57,16.39,24.91,21.69,21.69,29.55,21.19,8.36,24.77,1.37,2.04,0.82,1.22,2.83,4.57,1.54,3.03,
1005,2015-10-01,3.53,99.51,13.55,22.51,18.64,18.64,28.74,18.22,10.53,22.75,2.29,3.05,1.72,1.33,4.07,5.51,2.35,3.16,
1005,2015-10-02,5.05,99.29,12.13,19.7,16.86,16.86,24.46,16.05,8.42,19.88,2.74,3.58,1.82,1.76,4.78,5.59,3.76,1.83,
1005,2015-10-03,0.97,99.14,10.56,18.22,14.69,14.69,23.9,13.9,10.01,18.51,2.75,3.58,2.2,1.38,4.66,5.63,4.06,1.57,
1005,2015-10-04,1.34,99.39,10.84,16.63,14.95,14.95,20.14,12.07,8.06,16.85,2.72,3.59,2.18,1.41,4.71,5.64,3.71,1.94,
1005,2015-10-05,0.58,99.92,12.14,19.76,16.98,16.98,24.36,16.57,7.79,19.92,2.79,3.67,1.49,2.18,5.16,6.1,4.15,1.95,
1005,2015-10-06,0.01,100.25,11.78,20.69,16.56,16.56,27.79,15.95,11.83,20.77,2.01,2.82,1.62,1.2,3.83,4.67,3.15,1.53,0.0
1005,2015-10-07,0.0,100.4,9.95,20.42,13.95,13.95,28.8,13.68,15.11,20.37,1.85,2.17,1.4,0.77,3.58,5.44,1.82,3.62,
1005,2015-10-08,0.0,100.53,10.31,20.65,14.49,14.49,28.9,13.15,15.75,20.72,1.77,1.96,1.27,0.69,3.67,5.39,1.58,3.81,
1005,2015-10-09,0.37,100.42,13.28,23.79,18.44,18.44,30.69,17.25,13.44,23.58,1.04,1.83,0.47,1.36,2.28,4.93,0.69,4.24,
1005,2015-10-10,0.75,100.17,12.22,21.7,17.06,17.07,27.97,16.33,11.64,21.92,2.5,3.88,1.34,2.54,4.6,6.12,3.06,3.05,
1005,2015-10-11,0.0,100.09,10.15,19.43,14.25,14.25,26.48,13.88,12.61,19.33,1.64,2.42,0.89,1.53,2.94,4.15,1.34,2.81,
1005,2015-10-12,0.12,99.94,10.14,19.41,14.16,14.16,27.26,12.48,14.77,19.57,1.83,2.33,1.31,1.02,3.65,6.02,1.94,4.09,
1005,2015-10-13,3.57,99.81,11.84,20.65,16.47,16.47,27.88,14.38,13.5,20.68,2.81,3.74,1.96,1.78,5.59,6.6,4.91,1.69,0.0
1005,2015-10-14,0.02,100.27,7.55,18.43,9.68,9.68,28.24,10.44,17.8,18.2,2.15,2.68,1.08,1.6,4.2,5.9,1.44,4.46,
1005,2015-10-15,0.0,100.61,7.74,20.29,10.12,10.13,30.33,11.26,19.07,19.51,1.87,2.3,1.11,1.18,3.31,4.57,1.69,2.88,
1005,2015-10-16,0.0,100.68,8.84,21.09,12.15,12.15,31.51,13.82,17.69,20.71,2.12,2.84,1.17,1.67,4.31,6.49,1.65,4.83,
1005,2015-10-17,0.0,100.92,5.34,15.77,4.74,4.76,24.16,9.16,15.0,15.96,2.62,3.54,2.14,1.4,5.24,6.63,3.43,3.2,
1005,2015-10-18,0.0,101.27,5.01,13.56,3.97,4.0,21.98,7.66,14.32,13.72,2.93,4.49,2.26,2.23,5.66,6.82,4.79,2.03,
1005,2015-10-19,0.0,101.46,4.53,12.97,2.53,2.57,21.56,6.32,15.24,13.15,3.08,4.75,2.26,2.49,5.98,7.41,4.89,2.52,
1005,2015-10-20,0.0,101.26,6.83,15.61,8.21,8.21,25.31,7.72,17.59,15.82,2.53,3.14,1.95,1.2,4.97,6.64,3.6,3.04,0.1478
1005,2015-10-21,0.0,101.17,8.88,18.14,12.23,12.23,27.14,10.85,16.29,18.31,2.43,3.59,1.98,1.61,4.86,6.08,3.1,2.99,
1005,2015-10-22,0.0,100.98,11.21,20.88,15.89,15.89,28.87,14.1,14.77,21.04,2.24,2.85,1.77,1.08,4.64,6.23,2.83,3.4,
1005,2015-10-23,0.0,100.71,10.92,21.61,15.42,15.42,29.48,15.51,13.98,21.73,2.12,2.94,1.45,1.48,4.46,5.88,2.61,3.27,
1005,2015-10-24,0.0,100.61,11.36,21.48,16.01,16.01,27.53,16.84,10.69,21.54,2.1,3.08,1.41,1.68,4.46,5.99,2.54,3.45,
1005,2015-10-25,0.25,100.52,11.66,21.12,16.43,16.43,26.77,16.78,9.99,21.19,2.42,3.19,1.99,1.2,4.59,5.91,3.21,2.7,
1005,2015-10-26,5.01,100.23,12.84,21.84,17.91,17.91,25.58,18.14,7.44,21.8,5.69,7.87,3.05,4.82,9.59,13.0,5.74,7.26,
1005,2015-10-27,8.15,99.97,12.04,18.2,16.66,16.66,22.29,14.66,7.63,18.25,4.69,6.66,2.31,4.35,7.93,10.79,5.2,5.59,0.1478
1005,2015-10-28,1.19,99.68,12.82,21.43,17.74,17.74,27.51,16.11,11.4,21.45,2.95,4.78,1.67,3.1,5.81,7.48,4.43,3.06,
1005,2015-10-29,1.69,99.91,11.82,20.39,16.57,16.57,28.06,15.4,12.66,20.47,2.46,4.35,1.63,2.73,5.16,6.83,3.31,3.52,
1005,2015-10-30,0.22,100.34,7.66,17.6,9.69,9.7,25.65,11.64,14.01,17.47,1.84,2.25,1.34,0.91,3.76,5.95,1.93,4.02,
1005,2015-10-31,6.99,100.33,10.64,19.05,14.35,14.35,26.51,11.88,14.63,19.16,2.36,2.99,1.81,1.18,4.75,6.55,2.62,3.92,
1005,2015-11-01,38.66,99.98,16.6,23.21,21.95,21.95,27.76,20.04,7.72,23.2,2.5,3.16,1.86,1.3,4.84,6.15,2.72,3.43,
1005,2015-11-02,27.49,99.89,17.36,23.62,22.68,22.68,27.7,19.85,7.85,23.45,2.63,4.55,1.06,3.48,5.09,7.41,2.19,5.22,
1005,2015-11-03,0.93,100.33,12.65,22.12,17.61,17.61,27.47,17.39,10.08,21.42,1.06,1.92,0.35,1.57,2.0,5.26,0.62,4.64,0.0
1005,2015-11-04,3.75,100.72,14.86,22.35,20.24,20.24,28.21,17.25,10.96,22.3,1.57,2.03,0.81,1.22,3.39,5.0,1.5,3.5,
1005,2015-11-05,3.88,100.8,15.86,23.25,21.38,21.37,28.37,20.17,8.2,23.34,1.81,2.54,1.37,1.17,3.8,5.24,2.41,2.84,
1005,2015-11-06,0.21,100.71,15.54,23.6,21.04,21.04,29.14,19.67,9.47,23.47,1.6,2.38,1.04,1.34,3.19,4.51,2.27,2.24,
1005,2015-11-07,5.0,100.58,14.88,22.53,20.24,20.24,28.32,17.92,10.4,22.33,1.4,2.71,0.27,2.44,2.6,5.2,0.27,4.94,
1005,2015-11-08,53.96,100.6,9.6,14.4,13.38,13.38,17.26,11.32,5.95,14.47,4.75,5.69,2.96,2.73,7.59,8.79,5.12,3.67,
1005,2015-11-09,8.15,100.4,9.77,14.62,13.54,13.54,19.86,11.3,8.55,14.8,2.77,3.73,1.84,1.88,4.33,5.88,3.1,2.78,
1005,2015-11-10,0.05,100.57,8.53,14.44,11.63,11.63,20.94,9.93,11.02,13.82,1.69,2.46,1.05,1.41,2.93,4.18,1.49,2.69,0.0
1005,2015-11-11,0.03,100.43,9.07,14.69,12.46,12.46,21.32,9.17,12.15,14.08,1.46,2.1,0.13,1.98,2.67,5.41,0.21,5.2,
1005,2015-11-12,0.1,100.35,11.21,17.24,15.61,15.61,24.93,11.13,13.79,17.17,2.67,4.09,2.07,2.02,5.55,6.6,4.19,2.4,
1005,2015-11-13,0.0,100.82,6.28,11.7,7.13,7.14,18.1,7.67,10.42,11.71,2.55,3.44,1.99,1.45,5.28,6.47,3.67,2.8,
1005,2015-11-14,0.0,101.36,4.86,9.06,3.49,3.5,16.71,3.51,13.2,8.96,2.65,3.64,1.86,1.78,5.31,6.52,3.38,3.14,
1005,2015-11-15,0.0,101.41,5.89,10.19,6.09,6.09,18.23,3.37,14.86,10.21,2.51,3.58,1.92,1.66,5.17,6.77,2.87,3.9,
1005,2015-11-16,0.0,100.96,8.96,14.44,12.03,12.03,22.09,7.49,14.6,14.51,2.39,2.91,1.71,1.19,4.61,6.22,3.4,2.82,
